brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,engine_size,cylinders,hp,fi_type,turbo,trans_type,trans_speed,ext_base_color,ext_color_type,int_base_color
BMW,750 i,2017,24650.0,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,0,1,50000.0,4.4,8 CYLINDER,445.0,NA,NA,Automatic,8.0,Silver,Gloss,Black
Volkswagen,Golf R 4-Door,2013,102750.0,Gasoline,256.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,0,1,20000.0,2.0,4 CYLINDER,256.0,NA,NA,Manual,6.0,Black,Gloss,Black
Alfa,Romeo Stelvio Base,2018,50000.0,Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Brown,Brown,0,1,27500.0,2.0,4 CYLINDER,280.0,NA,NA,Automatic,8.0,Brown,Gloss,Brown
BMW,X5 xDrive35i,2017,72700.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,0,1,27499.0,3.0,STRAIGHT 6,300.0,NA,NA,Automatic,8.0,Gray,Gloss,Black
BMW,X6 M Base,2018,54293.0,Gasoline,567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,1,1,49000.0,4.4,8 CYLINDER,567.0,NA,NA,Automatic,8.0,Black,Gloss,Beige
Lexus,IS 300 Base,2018,16000.0,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Brown,1,1,30500.0,3.5,V6,260.0,NA,NA,Automatic,6.0,Blue,Gloss,Brown
Lamborghini,Gallardo SE,2006,19500.0,Gasoline,493.0HP 5.0L 10 Cylinder Engine Gasoline Fuel,6-Speed A/T,Green,Yellow,0,1,129000.0,5.0,10 CYLINDER,493.0,NA,NA,Automatic,6.0,Green,Gloss,Yellow
BMW,428 i,2014,71000.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,1,1,16700.0,2.0,4 CYLINDER,240.0,NA,NA,Manual,6.0,White,Gloss,Black
BMW,X5 xDrive40i,2019,60000.0,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,0,1,36500.0,3.0,STRAIGHT 6,335.0,NA,NA,Automatic,8.0,White,Gloss,Beige
Porsche,Boxster Base,1998,75539.0,Gasoline,201.0HP 2.5L Flat 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Blue,Beige,0,1,11995.0,2.5,FLAT 6,201.0,NA,NA,Manual,5.0,Blue,Gloss,Beige
Alfa,Romeo Giulia Base,2017,36000.0,Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,0,1,21000.0,2.0,4 CYLINDER,280.0,NA,NA,Automatic,8.0,White,Gloss,Red
Mercedes-Benz,C-Class C 300,2019,76422.0,Gasoline,2.0 Liter Turbo,Automatic,Black,Black,0,0,28998.0,2.0,NA,310.0,NA,Turbo,Automatic,8.0,Black,Gloss,Black
Nissan,370Z NISMO Tech,2016,42600.0,Gasoline,350.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Red,Black,1,1,31950.0,3.7,V6,350.0,NA,NA,Automatic,7.0,Red,Gloss,Black
Chevrolet,Suburban LT,2017,98888.0,Gasoline,6.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,1,1,29000.0,6.0,8 CYLINDER,402.0,NA,NA,Automatic,8.0,White,Gloss,Black
Ford,Fusion Hybrid SE,2019,64532.0,Hybrid,188.0HP 2.0L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Silver,Gray,1,1,19395.0,2.0,4 CYLINDER,188.0,NA,NA,Automatic,8.0,Silver,Gloss,Gray
BMW,X3 xDrive35i,2011,75500.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,White,Black,0,1,12975.0,3.0,STRAIGHT 6,300.0,NA,NA,Automatic,8.0,White,Gloss,Black
Buick,Envision Preferred,2019,32000.0,Gasoline,197.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,0,1,27000.0,2.5,4 CYLINDER,197.0,NA,NA,Automatic,8.0,Black,Gloss,Beige
Buick,Envision Essence,2019,47839.0,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Summit White,Ebony,0,1,24991.0,2.5,I4,310.0,GDI,NA,Automatic,6.0,White,Gloss,Ebony
Porsche,Cayenne GTS,2013,98413.0,Gasoline,420.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Green,Black,1,1,34900.0,4.8,8 CYLINDER,420.0,NA,NA,Manual,6.0,Green,Gloss,Black
Audi,RS 5 2.9T,2022,9628.0,Gasoline,444.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,0,1,78500.0,2.9,V6,444.0,NA,NA,Automatic,8.0,White,Gloss,Black
Jaguar,XK8 Base,1999,15000.0,Gasoline,290.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Green,Beige,0,1,16370.0,4.0,8 CYLINDER,290.0,NA,NA,Automatic,5.0,Green,Gloss,Beige
Audi,R8 5.2 V10,2021,6397.0,Gasoline,5.2L V10 40V PDI DOHC,7-Speed Automatic with Auto-Shift,Kemora Gray Metallic,Black / Express Red,0,0,172900.0,5.2,V10,310.0,PDI,NA,Automatic,7.0,Gray,Metallic,Black
Honda,Pilot Black Edition,2022,22564.0,Gasoline,3.5 Liter,Automatic,Platinum White Pearl,Black,0,0,44998.0,3.5,NA,310.0,NA,NA,Automatic,8.0,White,Gloss,Black
Lexus,RX 350 Crafted Line F Sport,2015,110000.0,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,0,1,28000.0,3.5,V6,270.0,NA,NA,Manual,6.0,White,Gloss,Black
Mercedes-Benz,Sprinter 3500 High Roof,2022,105.0,Diesel,161.0HP 2.0L 4 Cylinder Engine Diesel Fuel,7-Speed A/T,Black,Orange,0,1,200000.0,2.0,4 CYLINDER,161.0,NA,NA,Automatic,7.0,Black,Gloss,Orange
Toyota,4Runner Limited,2004,186117.0,Gasoline,245.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,0,1,13000.0,4.0,V6,245.0,NA,NA,Automatic,8.0,Black,Gloss,Beige
Jeep,Wrangler Sport,2002,103500.0,Gasoline,190.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,M/T,Yellow,Gray,0,1,12500.0,4.0,STRAIGHT 6,190.0,NA,NA,Manual,6.0,Yellow,Gloss,Gray
Cadillac,CT6-V 4.2L Blackwing Twin Turbo,2019,8074.0,Gasoline,4.2L V8 32V GDI DOHC Twin Turbo,10-Speed Automatic,Manhattan Noir Metallic,Jet Black,0,0,76700.0,4.2,V8,310.0,GDI,Twin Turbo,Automatic,10.0,Miscellaneous,Metallic,Black
BMW,M3 Base,2011,43000.0,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,0,1,50900.0,4.0,8 CYLINDER,414.0,NA,NA,Manual,6.0,Black,Gloss,Black
BMW,750 i,2015,70700.0,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,1,1,23000.0,4.4,8 CYLINDER,445.0,NA,NA,Automatic,8.0,Blue,Gloss,Black
Chevrolet,Trailblazer RS,2022,42479.0,Gasoline,1.3L I3 12V GDI DOHC Turbo,9-Speed Automatic,Mosaic Black Metallic,Jet Black,0,1,28495.0,1.3,I3,310.0,GDI,Turbo,Automatic,9.0,Black,Metallic,Black
Ford,Excursion XLT 4WD,2000,205000.0,Gasoline,310.0HP 6.8L 10 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,1,1,9950.0,6.8,10 CYLINDER,310.0,NA,NA,Automatic,8.0,Black,Gloss,Gray
Audi,SQ5 3.0T Premium Plus,2019,22300.0,Gasoline,349.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Gray,0,1,38999.0,3.0,V6,349.0,NA,NA,Automatic,8.0,Blue,Gloss,Gray
Ford,Expedition EL Limited,2017,104000.0,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,1,1,19995.0,3.5,V6,365.0,NA,NA,Automatic,8.0,Black,Gloss,Black
Ford,Bronco Sport Base,2022,13865.0,Gasoline,1.5L I3 12V PDI DOHC Turbo,8-Speed Automatic,Shadow Black,Ebony,0,1,29182.0,1.5,I3,310.0,PDI,Turbo,Automatic,8.0,Black,Gloss,Ebony
BMW,M4 Competition xDrive,2022,15882.0,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Silver,0,1,84995.0,3.0,STRAIGHT 6,503.0,NA,NA,Automatic,8.0,Red,Gloss,Silver
Land,Rover Defender,2022,12209.0,Gasoline,5.0L V8 32V GDI DOHC Supercharged,8-Speed Automatic,Black,Black,0,0,104900.0,5.0,V8,310.0,GDI,Supercharged,Automatic,8.0,Black,Gloss,Black
Mercedes-Benz,AMG GLC 43 AMG GLC 43,2021,10483.0,Gasoline,3.0 Liter Twin Turbo,Automatic,Graphite Grey Metallic,Black w/Red Stitching,0,0,60998.0,3.0,NA,310.0,NA,Twin Turbo,Automatic,8.0,Miscellaneous,Metallic,Black
Nissan,GT-R Premium,2017,31150.0,Gasoline,565.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Orange,Black,0,1,113000.0,3.8,V6,565.0,NA,NA,Manual,6.0,Orange,Gloss,Black
Chrysler,200 C,2015,44000.0,E85 Flex Fuel,295.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,A/T,White,Black,1,1,12700.0,3.6,V6,295.0,NA,NA,Automatic,8.0,White,Gloss,Black
Hummer,H2 Base,2003,109000.0,Gasoline,316.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,0,1,17500.0,6.0,8 CYLINDER,316.0,NA,NA,Automatic,8.0,Beige,Gloss,Beige
BMW,M4 Base,2020,31350.0,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Orange,0,1,62450.0,3.0,STRAIGHT 6,425.0,NA,NA,Manual,6.0,Gray,Gloss,Orange
Audi,Q8 55 Premium Plus,2021,30000.0,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Black,Black,0,1,62000.0,3.0,V6,335.0,NA,NA,Automatic,8.0,Black,Gloss,Black
Land,Rover Range Rover HSE,2012,66500.0,Gasoline,385.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,0,1,19950.0,5.0,8 CYLINDER,385.0,NA,NA,Automatic,8.0,Silver,Gloss,Black
Nissan,Frontier SV,2012,96600.0,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Beige,Black,1,1,17000.0,4.0,V6,261.0,NA,NA,Automatic,8.0,Beige,Gloss,Black
Toyota,Highlander LE Plus,2015,198000.0,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,0,1,14000.0,3.5,V6,270.0,NA,NA,Automatic,8.0,White,Gloss,Gray
Audi,S4 3.0T Premium Plus,2013,91877.0,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Red,1,1,24000.0,3.0,V6,333.0,NA,NA,Automatic,8.0,Black,Gloss,Red
Ford,Expedition Max Limited,2018,45578.0,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,–,0,1,45023.0,3.5,V6,375.0,NA,NA,Automatic,10.0,White,Gloss,Miscellaneous
BMW,228 i,2015,54000.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Red,1,1,19996.0,2.0,4 CYLINDER,240.0,NA,NA,Manual,6.0,Black,Gloss,Red
Land,Rover Range Rover Sport HST MHEV,2020,52000.0,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Gray,Black,0,1,55000.0,3.0,STRAIGHT 6,395.0,NA,NA,Automatic,8.0,Gray,Gloss,Black
Mercedes-Benz,E-Class AMG E 53,2020,23044.0,Hybrid,3.0 Liter Turbo,Automatic,Emerald Green Metallic,Black/Saddle Brown,0,0,72598.0,3.0,NA,310.0,NA,Turbo,Automatic,8.0,Green,Metallic,Black
Porsche,911 Carrera,2008,132500.0,Gasoline,325.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,0,1,35000.0,3.6,FLAT 6,325.0,NA,NA,Manual,6.0,Black,Gloss,Black
Dodge,Dakota SLT Quad Cab,2006,256000.0,Gasoline,4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,0,1,4000.0,4.7,8 CYLINDER,402.0,NA,NA,Automatic,8.0,Black,Gloss,Gray
Mercedes-Benz,SL-Class SL63 AMG Roadster,2009,31370.0,Gasoline,518.0HP 6.3L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Brown,0,1,65700.0,6.3,8 CYLINDER,518.0,NA,NA,Manual,6.0,White,Gloss,Brown
Chrysler,Sebring LX,2008,67303.0,Gasoline,173.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Blue,0,1,4900.0,2.4,4 CYLINDER,173.0,NA,NA,Automatic,8.0,Blue,Gloss,Blue
Chevrolet,Corvette Stingray w/3LT,2021,12000.0,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,1,1,99900.0,6.2,8 CYLINDER,490.0,NA,NA,Automatic,8.0,Blue,Gloss,Black
Ford,Bronco Outer Banks,2023,16500.0,Gasoline,275.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,0,1,54000.0,2.3,4 CYLINDER,275.0,NA,NA,Automatic,8.0,Blue,Gloss,Gray
Toyota,Tacoma TRD Pro,2018,28800.0,Gasoline,"3.5L V-6 port/direct injection, DOHC, VVT-iE variable valve cont","Manual, 6-Spd",–,Black,0,0,42900.0,3.5,NA,310.0,NA,NA,Manual,6.0,Miscellaneous,Gloss,Black
RAM,ProMaster 2500 High Roof,2019,88000.0,Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,1,1,39900.0,3.6,V6,280.0,NA,NA,Automatic,6.0,White,Gloss,Black
Ford,Shelby GT350 Base,2018,18515.0,Gasoline,526.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,1,1,60867.0,5.2,8 CYLINDER,526.0,NA,NA,Manual,6.0,White,Gloss,Black
Land,Rover Range Rover P530 SE LWB 7 Seat,2023,2100.0,Gasoline,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Beige,0,1,172000.0,4.4,8 CYLINDER,523.0,NA,NA,Automatic,8.0,Gray,Gloss,Beige
Volvo,XC60 T6 Inscription,2019,58600.0,Gasoline,330.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,White,1,1,29000.0,2.0,4 CYLINDER,330.0,NA,NA,Automatic,8.0,White,Gloss,White
Lexus,LS 460 Crafted Line,2015,74500.0,Gasoline,386.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,0,1,33900.0,4.6,8 CYLINDER,386.0,NA,NA,Manual,6.0,White,Gloss,Red
Cadillac,XT6 Premium Luxury AWD,2023,222.0,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,0,1,69000.0,3.6,V6,310.0,NA,NA,Automatic,8.0,White,Gloss,Black
Chevrolet,Avalanche 1500 LTZ,2007,75124.0,E85 Flex Fuel,310.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Red,Gray,0,1,16499.0,5.3,8 CYLINDER,310.0,NA,NA,Automatic,8.0,Red,Gloss,Gray
Chevrolet,Corvette Grand Sport,2013,15500.0,Gasoline,430.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Blue,0,1,45000.0,6.2,8 CYLINDER,430.0,NA,NA,Manual,6.0,White,Gloss,Blue
Audi,Q8 55 Premium,2020,34300.0,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Gray,Brown,0,1,52500.0,3.0,V6,335.0,NA,NA,Automatic,8.0,Gray,Gloss,Brown
Honda,Odyssey Elite,2019,82000.0,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Silver,Black,0,1,32471.0,3.5,V6,280.0,NA,NA,Automatic,10.0,Silver,Gloss,Black
Acura,TLX,2023,3389.0,Gasoline,2.0 Liter DOHC Turbo,Automatic,Platinum White Pearl,Black,0,0,38598.0,2.0,NA,310.0,NA,Turbo,Automatic,8.0,White,Gloss,Black
Porsche,Cayenne GTS Coupe AWD,2023,10000.0,Gasoline,453.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,0,1,145000.0,4.0,8 CYLINDER,453.0,NA,NA,Automatic,8.0,Gray,Gloss,Black
Cadillac,STS V6,2005,96000.0,Gasoline,260.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Beige,Brown,1,1,4999.0,3.6,V6,260.0,NA,NA,Automatic,8.0,Beige,Gloss,Brown
Dodge,Charger R/T,2021,7751.0,Gasoline,370.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,0,1,41950.0,5.7,8 CYLINDER,370.0,NA,NA,Automatic,8.0,Black,Gloss,Black
Audi,RS 7 4.0T Performance Prestige,2017,66250.0,Gasoline,605.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Gray,1,1,59200.0,4.0,8 CYLINDER,605.0,NA,NA,Automatic,8.0,Gray,Gloss,Gray
Lexus,CT 200h Premium,2012,109000.0,Hybrid,134.0HP 1.8L 4 Cylinder Engine Gas/Electric Hybrid,A/T,White,Black,1,1,14945.0,1.8,4 CYLINDER,134.0,NA,NA,Automatic,8.0,White,Gloss,Black
Hyundai,Genesis Coupe 3.8 Base,2015,60000.0,Gasoline,348.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,0,1,17000.0,3.8,V6,348.0,NA,NA,Manual,6.0,Black,Gloss,Black
Mercedes-Benz,E-Class E 350 4MATIC,2022,9006.0,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,0,1,56999.0,2.0,4 CYLINDER,255.0,NA,NA,Automatic,9.0,Black,Gloss,Black
Toyota,GR86 Base,2022,13400.0,Gasoline,228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,0,1,33499.0,2.4,4 CYLINDER,228.0,NA,NA,Automatic,6.0,Silver,Gloss,Black
Porsche,Macan S,2020,28570.0,Gasoline,3.0 Liter Turbo,Automatic,White,Black,0,0,55998.0,3.0,NA,310.0,NA,Turbo,Automatic,8.0,White,Gloss,Black
Dodge,Durango SRT,2018,78000.0,Gasoline,475.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,1,1,44700.0,6.4,8 CYLINDER,475.0,NA,NA,Manual,6.0,White,Gloss,Black
Lexus,LX 570 Base,2013,134000.0,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,1,1,29995.0,5.7,8 CYLINDER,383.0,NA,NA,Automatic,8.0,Gray,Gloss,Black
Kia,Optima Hybrid EX,2013,104994.0,Hybrid,199.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,6-Speed A/T,Black,Beige,0,1,9000.0,2.4,4 CYLINDER,199.0,NA,NA,Automatic,6.0,Black,Gloss,Beige
Bentley,Continental GT V8 S,2016,31500.0,Gasoline,521.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,0,1,103900.0,4.0,8 CYLINDER,521.0,NA,NA,Automatic,8.0,Black,Gloss,Beige
Alfa,Romeo Giulia Base,2020,30000.0,Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,–,0,1,28900.0,2.0,4 CYLINDER,280.0,NA,NA,Automatic,8.0,Black,Gloss,Miscellaneous
Lexus,LX 600 F SPORT,2023,490.0,Gasoline,409.0HP 3.4L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,0,1,124999.0,3.4,V6,409.0,NA,NA,Automatic,8.0,Black,Gloss,Black
Toyota,Sequoia Limited,2017,67000.0,E85 Flex Fuel,381.0HP 5.7L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Silver,Gray,0,1,37999.0,5.7,8 CYLINDER,381.0,NA,NA,Automatic,6.0,Silver,Gloss,Gray
Kia,K5 EX,2021,8263.0,Gasoline,180.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,White,0,1,29000.0,1.6,4 CYLINDER,180.0,NA,NA,Automatic,8.0,Gray,Gloss,White
RAM,1500 Big Horn,2021,35003.0,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Bright White Clearcoat,Diesel Gray / Black,0,1,40999.0,5.7,V8,310.0,MPFI,NA,Automatic,8.0,White,Gloss,Gray
Chevrolet,Corvette Base,2008,80000.0,Gasoline,430.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Beige,0,1,31000.0,6.2,8 CYLINDER,430.0,NA,NA,Automatic,6.0,Red,Gloss,Beige
Chevrolet,Corvette Stingray w/1LT,2022,6200.0,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Brown,Black,0,1,99999.0,6.2,8 CYLINDER,490.0,NA,NA,Manual,6.0,Brown,Gloss,Black
Jaguar,F-TYPE S,2014,74595.0,Gasoline,495.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Green,Black,1,1,32450.0,5.0,8 CYLINDER,495.0,NA,NA,Automatic,8.0,Green,Gloss,Black
Audi,A7 3.0T Prestige,2013,87066.0,Gasoline,310.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,0,1,20999.0,3.0,V6,310.0,NA,NA,Automatic,8.0,Silver,Gloss,Black
Audi,Q8 3.0T Prestige,2019,38360.0,Gasoline,3.0L V6 24V GDI DOHC Turbo,8-Speed Automatic,Orca Black Metallic,Black,0,0,49936.0,3.0,V6,300.0,GDI,Turbo,Automatic,8.0,Black,Metallic,Black
Kia,Telluride SX,2020,38000.0,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Green,Beige,0,1,41999.0,3.8,V6,291.0,NA,NA,Automatic,8.0,Green,Gloss,Beige
Toyota,Camry Hybrid XLE,2018,69641.0,Hybrid,208.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,White,Black,1,1,23995.0,2.5,4 CYLINDER,208.0,NA,NA,Variable,7.0,White,Gloss,Black
Toyota,GR86 Premium,2022,1275.0,Gasoline,228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,0,1,47999.0,2.4,4 CYLINDER,228.0,NA,NA,Automatic,6.0,Blue,Gloss,Black
BMW,M3 Base,2001,60000.0,Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Gray,0,1,25000.0,3.2,STRAIGHT 6,333.0,NA,NA,Manual,6.0,Black,Gloss,Gray
Jeep,Wrangler Rubicon,2014,99450.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,0,1,21000.0,3.6,V6,285.0,NA,NA,Manual,6.0,Gray,Gloss,Black
Toyota,Tundra Hybrid Capstone,2023,200.0,Hybrid,437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,Blue,White,0,1,82500.0,3.4,V6,437.0,NA,NA,Automatic,10.0,Blue,Gloss,White
Porsche,Panamera 4 Edition,2016,68000.0,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,1,1,32950.0,3.6,V6,310.0,NA,NA,Manual,6.0,Gray,Gloss,Black
Lexus,GS 350 Base,2010,212000.0,Gasoline,303.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,1,1,9450.0,3.5,V6,303.0,NA,NA,Automatic,8.0,Gray,Gloss,Black
GMC,Sierra 3500 Denali,2019,73091.0,Diesel,445.0HP 6.6L 8 Cylinder Engine Diesel Fuel,A/T,White,Black,1,1,58500.0,6.6,8 CYLINDER,445.0,NA,NA,Automatic,8.0,White,Gloss,Black
Kia,Niro Plug-In Hybrid EX,2023,9400.0,Plug-In Hybrid,180.0HP 1.6L 4 Cylinder Engine Plug-In Electric/Gas,A/T,Black,Black,0,1,31500.0,1.6,4 CYLINDER,180.0,NA,NA,Automatic,8.0,Black,Gloss,Black
Porsche,Cayenne Base,2014,117697.0,Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,1,1,16975.0,3.6,V6,300.0,NA,NA,Automatic,8.0,Black,Gloss,Black
Mercedes-Benz,S-Class S 65 AMG,2015,95428.0,Gasoline,621.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,A/T,Silver,Silver,0,1,55000.0,6.0,12 CYLINDER,621.0,NA,NA,Automatic,8.0,Silver,Gloss,Silver
Lexus,GX 460 Premium,2017,116300.0,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Beige,0,1,31950.0,4.6,8 CYLINDER,301.0,NA,NA,Automatic,6.0,Gray,Gloss,Beige
Acura,MDX Sport Hybrid 3.0L w/Technology Package,2019,56778.0,Hybrid,321.0HP 3.0L V6 Cylinder Engine Gas/Electric Hybrid,7-Speed A/T,Black,Black,0,1,41899.0,3.0,V6,321.0,NA,NA,Automatic,7.0,Black,Gloss,Black
Audi,Q5 S line Premium Plus,2023,5682.0,Hybrid,2.0 Liter TFSI,Automatic,Chronos Gray,Gray,0,0,48698.0,2.0,NA,310.0,TFSI,NA,Automatic,8.0,Gray,Gloss,Gray
BMW,530 i,2017,37000.0,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,0,1,31000.0,2.0,4 CYLINDER,248.0,NA,NA,Automatic,8.0,Gray,Gloss,Black
Kia,Forte Koup EX,2015,103748.0,Gasoline,173.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,0,1,8500.0,2.0,4 CYLINDER,173.0,NA,NA,Automatic,8.0,Gray,Gloss,Gray
Toyota,Sequoia Limited,2005,86000.0,Gasoline,282.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,–,0,1,22500.0,4.7,8 CYLINDER,282.0,NA,NA,Automatic,8.0,Silver,Gloss,Miscellaneous
